rel_std_c,corr_c,rel_std_y,corr_y,rel_std_h,corr_h,rel_std_k,corr_k,rel_std_invest,corr_invest,rel_std_lambda,corr_lambda,rel_std_productivity,corr_productivity
1.0096632997755406,0.15975685361542113,1.0,1.0,1.0411675230924926,0.40897309346783484,0.7792073928910754,-0.0197692819700024,1.0106624996604845,0.6566730746870132,0.9020251426550052,0.6668764032760586,1.0096632997755275,0.15975685361541977
0.5038857983131607,0.2961602570495875,1.0,1.0,0.8012306276070361,0.2739202136725073,0.5472873635680564,0.018223135198292446,1.0448962535310653,0.42097259227560485,0.9493727393848693,0.6754610725333128,0.5038857983131783,0.296160257049608
0.6340086329838893,0.19777089428090472,1.0,1.0,0.85696601649223,0.1761583659940863,0.6720198467251667,0.05849677174256089,0.8980763820283035,0.3155421146536726,0.8725169717554678,0.5873672067303308,0.6340086329838829,0.19777089428088415
0.48508030249478856,0.08639114082818564,1.0,1.0,1.3915336187855103,-0.009682403010225805,0.3597823660283308,-0.0523347361066806,1.489882612464509,0.2297942571493994,1.1594082993541128,0.6136132274099118,0.4850803024947923,0.08639114082816496
0.7328588512616416,0.20675271155616523,1.0,1.0,1.2152073861718795,0.34419431113023613,0.5721496032497038,-0.021048146771948235,1.1023147580767771,0.4622918868951337,0.9823201442683371,0.7131491405166089,0.7328588512616621,0.20675271155614766
0.583224304006416,0.16181804395906,1.0,1.0,0.9496034604135974,0.24467834970551164,0.6451905770869759,-0.12475846897641153,0.8898694336048224,0.46538516411453174,0.7849935090699178,0.6118687905593619,0.5832243040064343,0.16181804395904095
0.5221489878353018,0.35169632427696773,1.0,1.0,1.3398626785859724,0.2208048887327474,0.5828705761772067,-0.09377773523865404,1.281984856492562,0.28069910118021635,1.1382452567948727,0.6032901462897943,0.5221489878353155,0.35169632427695463
0.9886522670161426,0.18420876764969413,1.0,1.0,1.302113538785775,0.4279705817588524,0.8389793808641839,-0.05366920722772756,1.264577078977165,0.6353884073103973,1.1545059546077105,0.6650839999709053,0.9886522670161098,0.18420876764969238
0.7302874851335535,0.1585712791185358,1.0,1.0,1.0493754732228666,0.048895582648313986,0.6447627982430559,0.06642924486585979,0.7473632848214596,0.45885933377636734,0.6975848544770291,0.5675464032548114,0.7302874851335456,0.15857127911853902
0.5446601022262685,0.17764010332535746,1.0,1.0,1.0210461526876746,0.3159083841515193,0.2386138838609462,0.03881498936501146,0.9724930427882906,0.27242296763548934,0.7823130280282056,0.826326214053015,0.5446601022262292,0.1776401033253749
0.9952242584663921,0.1927338317908926,1.0,1.0,1.0684058022205596,0.38431476648018686,0.8244148692169961,-0.0036066621143866565,1.1311655509661758,0.49256963130947723,1.1858741712370193,0.6835460112063497,0.9952242584663958,0.19273383179089196
0.8999372269436459,0.13183875714683987,1.0,1.0,1.0037635754082015,0.26674647539875607,0.6664530765933062,-0.04679429596161064,0.8739912065128117,0.3102812425033881,1.133497893532402,0.5451961223759548,0.8999372269435978,0.1318387571468476
0.8204381746041827,0.07356355977857368,1.0,1.0,1.3746484599909137,0.5004657771716768,0.5698482745073463,0.01516533797139765,1.195460658892218,0.44389237426509076,1.1048089089178599,0.613666543009101,0.8204381746041612,0.07356355977854184
0.6611715059154711,0.22163172570595058,1.0,1.0,1.082792755257191,0.410780967839902,0.5831021922950509,-0.006102087503407385,1.0815053264611456,0.4724461021231786,1.0403346838223164,0.6582278209188719,0.6611715059154603,0.22163172570594486
0.9868725819281781,0.22290046504070798,1.0,1.0,1.1585145148215765,0.4387441332988515,0.7842388761891249,-0.17631119510046764,1.0533015647255488,0.5719832622041409,0.8876713883109745,0.7735875857664664,0.9868725819282054,0.22290046504070182
0.5126130575785188,-0.0020836200798413675,1.0,1.0,1.058833491471646,0.18292679080277727,0.7071952511978595,-0.053539199022316124,0.9218119705006981,0.43936603045782857,0.7209954671826525,0.6103304070623549,0.5126130575785335,-0.00208362007981807
0.7687945858896764,0.1889787494091673,1.0,1.0,1.4980930253921876,0.2763022143414275,0.6527300891892726,-0.021942221424778786,1.2217716411824708,0.30728408883721803,1.0441785379007262,0.8492574142677162,0.7687945858896529,0.18897874940914147
0.6036758528345871,0.11052175124357139,1.0,1.0,1.0686974545655354,0.21569082755099972,0.431537502215887,-0.0007911321209492347,1.0877582342853065,0.36595543014515025,1.0631683717007931,0.5749634615634018,0.6036758528345928,0.11052175124357813
0.7221087771824888,0.1318462779472676,1.0,1.0,1.1663827579907156,0.39547751758765565,0.8293067407943311,-0.12488043340386411,1.3069662628878729,0.511761282886407,0.9746118274386706,0.7939908161961242,0.7221087771824669,0.13184627794727855
1.0553481541757963,0.16868513263193605,1.0,1.0,1.4296452338713017,0.05540432290398902,1.0228954090451519,0.0914060794332466,1.2345056531846303,0.2589498801690607,1.3097574971648407,0.648323522731422,1.055348154175792,0.16868513263194518
