sigma_y,rel_sigma_c,rel_sigma_i,rel_sigma_h,rel_sigma_p,rel_sigma_h_p,corr_h_p
1.1528803082131605,0.30756567685030706,3.177093126304007,0.48200980398577575,0.5241598748285937,0.9195854683523771,0.9342898854424029
1.336543274756394,0.3121445973902571,3.149805215522919,0.4878443880813898,0.5267384861472939,0.926160515912961,0.9307526858973567
1.3565177918057854,0.31322453336152284,3.118497726379046,0.4756714402053724,0.5284388614543949,0.9001446996085916,0.9318510367338994
1.1273142053154694,0.3018997585193905,3.1074898682926984,0.503183876730117,0.5233117805581915,0.9615374532432559,0.9439249300984385
1.4520516307248794,0.31686013995701773,3.1559070494889667,0.4860075777441159,0.5296221370996137,0.9176496669977853,0.925799010188892
1.4050408479109175,0.3021100418671906,3.1056731487440743,0.4847913689992816,0.524001099596369,0.9251724268760312,0.9458081056471176
1.3971362000748768,0.315113501129505,3.0865374614630676,0.5016625147417045,0.5305749799690507,0.9455072961996199,0.9340503854633753
1.4585895378243345,0.3270153160191078,3.1077735081732554,0.491618378007787,0.5362887385636236,0.9167046455693252,0.9175581735261061
1.2809205290257242,0.2981458832028142,3.2168845820604006,0.4766388070213156,0.5193063042053253,0.9178375135474196,0.94509059817393
1.2887375899696223,0.30605592951729693,3.0967639640720135,0.49882326164312335,0.5257361163753541,0.9488091955375269,0.9417789409271695
1.509674633389237,0.3105285427068863,3.166056469106768,0.485340446813248,0.5264877558451386,0.9218456486878039,0.935093237396436
1.3867556852297351,0.32426355928544465,3.0823492138087167,0.49937922949215174,0.5342362323665765,0.9347535776073929,0.919702720592738
1.3501313090100868,0.32170811467233085,3.1595771260967735,0.4747021629738984,0.5314644503207953,0.8931964549790021,0.9199498314087482
1.460691487523854,0.3435699569610938,3.183061055026702,0.4781618511038534,0.5426114469851759,0.8812233021632451,0.8938862893387158
1.2617524903337158,0.30841577066861325,3.135996456536081,0.4869701084537872,0.5260536574581786,0.9257042538336528,0.9377744758204278
1.6029395700334699,0.30320604846806154,3.1795876464500763,0.4853811296482007,0.5223985240720904,0.9291395501362837,0.9401369414770449
1.3285144589660929,0.3066037148172728,3.1408346533960536,0.4942708609838943,0.5246226375982315,0.9421455071910539,0.9368339755162111
1.2049580827417454,0.31420803737086717,3.1405928100755527,0.474585292028748,0.5292053784420463,0.8967884896141891,0.9350192280851195
1.2865594462637222,0.3224759049373539,3.157120979526152,0.48204737318552004,0.5323640299192353,0.9054844919906615,0.9211767183376991
1.3939320473470458,0.3003805882946409,3.09449434346471,0.5058158525328693,0.5231032878433438,0.9669521570362378,0.9471952480637338
1.3830336300898165,0.3151442221604456,3.095228655117485,0.49400953214713417,0.5298430271885294,0.9323696015562645,0.9311131657837541
1.4467144959617106,0.32929467828916126,3.1006268540166166,0.5044680192738002,0.536457055654116,0.9403698095809164,0.914928875142887
1.3518594205776195,0.3195995147226318,3.0616092411351037,0.4941345330880532,0.5338395309367384,0.9256237210852218,0.9332178049942405
1.2405285086724949,0.3109729026646483,3.1602789952092305,0.48521590352681326,0.527248845115103,0.9202787412856002,0.9369941366375175
1.4169924472327784,0.3133381544822005,3.150224346328006,0.4870148828363009,0.5277481440042897,0.9228168556711063,0.930623077956704
1.3589815155127785,0.33249144636207933,3.118057136469495,0.48850895086186347,0.5376285287947578,0.9086365858541597,0.9106974109981476
1.3415417086915007,0.31383898465679216,3.155516776786402,0.4917456418053178,0.5281696544250498,0.9310372863821907,0.930596657186592
1.138623203050149,0.3096900419732213,3.184090955601416,0.4918038013690432,0.5243339506303393,0.9379591017858194,0.928166714743262
1.2765280135596484,0.3044368079790104,3.049937033559733,0.505266781689417,0.5259717056742154,0.9606349091378256,0.9435757770422513
1.191623096415501,0.3155343964073294,3.0727960575404603,0.5061905944274334,0.5302572014459768,0.9546133330147799,0.9288718903367621
1.3013016696154553,0.29275783433360364,3.1910558379193343,0.4826394721302678,0.5175193066071692,0.9326018681204923,0.9526776968632267
1.4522265697643952,0.29602892778788076,3.2140694710886812,0.4809265207935456,0.5188985877620359,0.9268217955029313,0.9493807740379968
1.3333831055999343,0.30687135777813274,3.1599557442703214,0.48135514607822233,0.524661832886834,0.9174579050846403,0.9377969799896221
1.177025954869078,0.30089838957951937,3.138052876281835,0.49168673835001464,0.5219757326877967,0.941972408981897,0.9431633087857776
1.4018269305872058,0.2931523097702714,3.1421590076306893,0.4941103194972583,0.5188319235273765,0.952351420741338,0.9540639160726893
1.1228483069036925,0.31860757714682736,3.0967902907433986,0.5000097261018391,0.5308569967119658,0.9418915625089445,0.9235980176413376
1.293322400641281,0.30759247663981376,3.1714567425913387,0.47581555348366283,0.5248387206376185,0.9065938444968425,0.9371488049046499
1.4136469084341132,0.30317548147018925,3.201609495219516,0.4737611906345948,0.5221017177290823,0.9074116681616219,0.9403254620962321
1.1892854349067257,0.31513430071893267,3.1372625834360846,0.48791287837185354,0.5288471200195771,0.9225972117495728,0.9277747214448695
1.4765016322953712,0.30688980210920663,3.126064176729598,0.4924226155113821,0.5260225183277616,0.9361245923022565,0.9417097413222991
1.076522585100069,0.3181848872273911,3.1072286259044937,0.49170407096608654,0.5310267618702518,0.9259497002266467,0.9265310808039352
1.4153893007189204,0.33395002697472603,3.0937622163087592,0.4844213178522288,0.5396784145163985,0.8976110676694655,0.9132272794933319
1.3833221315881603,0.30837928742587295,3.1408032119917983,0.49497136844349393,0.5263635879472364,0.9403601992566225,0.9395029229406436
1.4262161078545574,0.30055258307365396,3.146615805289382,0.4938766813818972,0.5219689201163777,0.9461802462717185,0.9453163301874863
1.1551791116439125,0.3104357304007074,3.1531248157155294,0.4810573732107953,0.5272519699019553,0.9123861088660321,0.9384789782950769
1.317654572545769,0.3301815482554066,3.123591097238908,0.4847104065647293,0.5362021123078704,0.9039695954916787,0.9117721874906556
1.3190306547313728,0.32024391186866846,3.1621478123525826,0.4913338365411414,0.5306624402580794,0.9258877193233966,0.9204302453984928
1.2696622522676098,0.31269148829043125,3.1122224401758265,0.47475341760101486,0.5292229620206439,0.8970763773898679,0.9373640524300064
1.402169197148944,0.3120356632001163,3.12783144811659,0.4910278763482516,0.5279311591614001,0.9300983051052186,0.9342465847423165
1.2772125986606826,0.3066651415360233,3.174926399841625,0.4857409044263807,0.5239876170459759,0.9270083655121198,0.9369460302038908
1.2596908814732812,0.3319485187411788,3.099557802742588,0.48476456278581953,0.5392879296270894,0.8988974834297292,0.9178698049591536
1.2527289039727119,0.31916989133954476,3.130702746282079,0.49478024818584315,0.5313939190226675,0.9310988147847763,0.9263552273160174
1.4171494008121917,0.3107105999066136,3.11240147733639,0.49882332482876457,0.526543582961339,0.9473542950107328,0.9312195003066622
1.2825684355735565,0.3086080099618389,3.077788238951063,0.5014861419068936,0.5271216139983297,0.9513670632911719,0.9381854794779558
1.2665619703113695,0.29817740883956545,3.1590212663813455,0.48333162721325307,0.5209459413967621,0.9277961277850493,0.9488330132365813
1.3319317031903248,0.29797781382782174,3.099643104002931,0.5021487689294143,0.5227081936099489,0.9606674910937472,0.9522225669465217
1.3628432008981712,0.3321890131009027,3.0670901743469217,0.49261507286797745,0.5387838925638553,0.9143092057259191,0.9152560834309998
1.182260208366059,0.31713301959835405,3.0954901278394718,0.4907467206857242,0.5328358340021503,0.9210092290522334,0.9404030265490586
1.4396865448259848,0.32643365429634646,3.0847864430336447,0.4920503963927511,0.5362969337154284,0.9174961955942199,0.9224468843617831
1.36998512190103,0.3027086850224334,3.1277960597595578,0.4937343137193243,0.5234973951975368,0.9431456932713453,0.9443620490893252
1.2088585826655527,0.3112439474032141,3.095070810301446,0.4964292866510511,0.5283877393050709,0.9395170434952727,0.9373575433933105
1.3773601462362324,0.3090457908473453,3.1570241223128055,0.49072521240327915,0.5254816526889556,0.9338579375553392,0.9343857385007195
1.2166920275774205,0.3086831667274204,3.1109183302401298,0.5000639109400378,0.5278012039987519,0.9474474615658897,0.9438336563828258
1.297866832096878,0.297379241170754,3.1673503960764737,0.47090118785389434,0.5198917419904009,0.9057677778282327,0.946434976655727
1.3325855755162672,0.30746991815702884,3.0888292369191026,0.49387515001131943,0.5267223744699971,0.9376384485437331,0.9405276376952857
1.2318135564288282,0.3302485218315198,3.1000923028372602,0.4940908759208961,0.5370218235834286,0.920057350042008,0.9136505599284798
1.3955985093755623,0.29978156794325267,3.1180749480062238,0.4816175730678683,0.5234786481215477,0.9200328892039938,0.9538240264719988
1.388003559211559,0.31904525483398344,3.1504547270933867,0.4843726242789919,0.5309745393778253,0.9122332397454692,0.9249681017081879
1.373740501697371,0.30633772614760707,3.1042940656748703,0.49486553930553234,0.5258085234650278,0.9411516117015674,0.941878331696915
1.3383051813098081,0.3177613172501716,3.1291881178255503,0.47975361187751886,0.5316818392668997,0.902332140099084,0.9331516879255191
1.247953145793537,0.32784066113887295,3.134916727392068,0.48890695605206697,0.5351172281578768,0.9136445816463672,0.9158640460023615
1.4312906882944378,0.30913634683573427,3.2134692104134253,0.47862613461262543,0.5248612298131972,0.9119098676482026,0.933928591192201
1.296166544671174,0.3254078406989984,3.142773170469541,0.4818714788313336,0.5334517072269256,0.9033085325310426,0.9157006060885376
1.5182985351083926,0.30615989134322874,3.2130444996696776,0.48030728076592616,0.5236147685568068,0.9172913172211601,0.9370162766044752
1.1104753126420204,0.29719991064938905,3.13218442558732,0.4924646866291403,0.5209271968517558,0.9453618271523739,0.9503673349025409
1.0676140040540258,0.30926379803398796,3.176504771931802,0.48929470535965053,0.525015447249666,0.9319624935282547,0.932695344570403
1.1759389950308652,0.3109436101564938,3.1596021096288656,0.4883599204860889,0.526705590207453,0.9271971468799849,0.9347478468033271
1.3289748490492126,0.33413054054128416,3.0553420125224204,0.4815560632980284,0.5399953145832324,0.8917782252790336,0.9141080984925478
1.2136645196609814,0.30388663670224864,3.155011699058075,0.48744141829690013,0.5237923315026214,0.930600524254641,0.944026517280589
1.5216980398343878,0.32405866425134056,3.07983772571764,0.4902820774328391,0.5346871314422543,0.9169513321002548,0.923699549983509
1.420677025420433,0.32185691190383703,3.0576098075682347,0.5074907846376768,0.5335457672469462,0.9511663587104983,0.9232879031295379
1.2825329644174372,0.3126050803152349,3.1643872071179535,0.48682953508413357,0.5268621067027746,0.9240169845025027,0.9288428599626485
1.3419159371117384,0.30782155825027907,3.1849879198145286,0.4828843737434261,0.5245682159292098,0.9205368512235425,0.9360139978947629
1.3632779462514,0.31121756730870703,3.1765106189718475,0.4853564969085578,0.5247019628849003,0.9250136863220131,0.9238818182415015
1.152067867090639,0.29807373672725973,3.147462876558133,0.4963776032770684,0.5211471365412133,0.9524711323782051,0.9488224545166455
1.323370089057484,0.3116805772879351,3.1239630987092717,0.484317728106642,0.5280707899634459,0.9171454610094366,0.9352134202497407
1.3544951982953484,0.3076756522675922,3.0874174908402954,0.49749204020410304,0.526623114442273,0.94468325935708,0.9398534572485798
1.410230195113245,0.31061400476264883,3.182416289666807,0.489615132436464,0.5254438845585424,0.9318124100879387,0.9298522897459262
1.2979934247373193,0.30537339742847663,3.105043344923856,0.4903453823293241,0.5253387602231997,0.9333889281670211,0.9430088675182023
1.2831474850757694,0.314851584407734,3.1068563223514283,0.4961555491524166,0.5289336567983046,0.9380298318615274,0.9299300951847151
1.4641665483384347,0.32044571573822217,3.1421233791373173,0.49308805139916123,0.5317196663430844,0.9273458978683013,0.9250762787362764
1.374758036522593,0.29415902288137163,3.1477977081780226,0.4984520759486621,0.5192248255687041,0.9599927649890589,0.9532315225486342
1.605998137660844,0.30098925329797166,3.13451795696024,0.48559023050819383,0.5233285691215747,0.927887868463352,0.9497612922182571
1.2211221191351673,0.29764178796849255,3.1340572563530453,0.49216225991897544,0.5212989455475258,0.9441075300891933,0.9502302455493347
1.299599219514571,0.3080783511681205,3.1131177484074253,0.49536025182693993,0.5260098813731185,0.9417318369263908,0.9376006643667019
1.224702858980723,0.3006855914883601,3.209569993316409,0.4866442057393792,0.5204162229442937,0.9351057562851389,0.9414513746738451
1.5100790907715178,0.3046580115763037,3.152984424989849,0.4904933651581632,0.5240740575030112,0.9359237652311094,0.9416646690700944
1.8506643732636947,0.31564850884785456,3.200767557293828,0.48240936173986865,0.5274160798639188,0.9146656314770256,0.9236875223069093
1.4398567396956006,0.3153442419448997,3.153312957899741,0.488726436184708,0.5287318457575074,0.9243370530944959,0.9276724643886413
1.2966544694229907,0.3182903826609085,3.0642996443104025,0.499283473483846,0.53202595914201,0.938456977341919,0.9291256911300697
1.1936021008375148,0.30787414385584594,3.118940752497857,0.4863417065698927,0.527192513445857,0.9225125436456719,0.9438231134681923
1.1497541881108737,0.320878739351565,3.0955870736534954,0.4979525214559322,0.5334079268527485,0.9335304115069815,0.92794980979962
1.1135823434219474,0.32022011296853664,3.10950116769199,0.5003758178501577,0.5318722999393432,0.9407818717147378,0.9240458525819255
1.2991711293080612,0.3093823137678454,3.1455230703621417,0.5029303074421758,0.5258396567949244,0.956432823092148,0.9338191526783763
1.3026686974416906,0.31025779451561364,3.1608551715128432,0.4839327382783943,0.5267414182241071,0.9187292313369984,0.9367018265432357
1.5871502724800683,0.3209565778000865,3.170465306637544,0.4642583040734208,0.5312241431837108,0.8739405202689902,0.9219490795500731
1.4604803814611764,0.3175071613683532,3.151638609947867,0.4834841233430772,0.5299114139107525,0.9123866945513754,0.9278204270235154
1.4953005953829,0.3224546301464389,3.158833829636389,0.4782227430991003,0.5321706108237222,0.8986267437032674,0.9214923605904335
1.4379840858060706,0.31144739319055015,3.1116317414152093,0.48356921350138093,0.5279693049974968,0.9159040287459014,0.9344050762075572
1.3734074712420399,0.29756329124558323,3.1448528676800205,0.5010954385936229,0.5205932447273776,0.9625469474849503,0.9482174664756222
1.1606719808638848,0.3017664906709699,3.1854800135179064,0.4851388326409972,0.521527474911303,0.9302267972047025,0.9418335827474403
1.365553374532532,0.3203168170553168,3.1111633714543103,0.4783831961562212,0.5320474139965444,0.899136399447528,0.9247370926331482
1.2398360110836453,0.3170366483125642,3.1093485176162474,0.4883283763219622,0.5310269190702652,0.9195925079974088,0.9307091223095332
1.147098836911573,0.31244772523280057,3.181320195925808,0.47267011061774783,0.5269383023238375,0.8970122470377216,0.9317141690186875
1.2843678657070918,0.32945197001022436,3.0806682027251897,0.4884817095430383,0.5377793036504863,0.9083311801461823,0.9199792165476472
1.511593906974901,0.31275245307274013,3.1655822700429135,0.48068498427069073,0.5269810536231634,0.9121485126757929,0.9290637975202702
1.3066354913721867,0.3146979647622093,3.17805075081484,0.48015719998912054,0.5287014124366152,0.9081821774907505,0.9300376176348277
1.2205742432146183,0.31805687439415387,3.1168634607690415,0.48703320844103093,0.5310389306872157,0.9171327755777957,0.9284132473406908
1.256580049163108,0.31693210476166944,3.107959143634727,0.4921385477138021,0.5312587184650331,0.9263632399967741,0.9330451881625978
1.491443447379207,0.3206376125119125,3.087698675842826,0.4886678241031905,0.5339116027465515,0.9152597950473118,0.9311284556485336
1.1441207981149397,0.3124048750094305,3.08325456830402,0.5049332269116005,0.5290695038666676,0.9543797614894283,0.9363816969761725
1.3702505258695101,0.3092328121150119,3.0956405331748833,0.4991022278543881,0.5270265821627171,0.947015282998178,0.936293406548567
1.392477156758013,0.3372537123910511,3.1005453117103103,0.47997663950644043,0.5417899790056911,0.8859090387520782,0.910805465139037
1.1713122956374304,0.31779743921695974,3.050830960401225,0.4950850448646557,0.533695107502653,0.927655205949578,0.9385630733879192
1.4454319822307238,0.3133105194752517,3.133648684328611,0.4869068489185987,0.5283166228679789,0.9216193998882977,0.9317268247151358
1.3304256220187662,0.3276486110356645,3.1407644158070056,0.48981860390638615,0.5352694662521799,0.9150878852402528,0.9173408248518978
1.1127212997218228,0.30251001978238035,3.119707182375069,0.5015754260461017,0.5232298480488863,0.9586139397751611,0.9433659273539391
1.2839818447799827,0.30198192429019965,3.1685628584527468,0.49152751248633886,0.5220241985387186,0.9415799379842009,0.9408313987873854
1.3248145188145664,0.2988177648236816,3.1774300541919707,0.49201467729660325,0.5209658930813597,0.9444278096335281,0.9470369292278507
1.2482213989880047,0.3077786234925584,3.121110093656281,0.5035385592406877,0.5268411051511123,0.955769309413052,0.9408572380535728
1.3232712305768204,0.29595295302021335,3.1592546151807936,0.49119064902553294,0.5208841986249472,0.9429939520572893,0.9564813179866889
1.1978225385593657,0.306785207531618,3.1119440516863106,0.4869137116422218,0.5261378315483786,0.9254489649780105,0.9415940262281806
1.2185707415706455,0.3080281631927517,3.1206444077829096,0.49176986549867047,0.5259261658911784,0.9350549514214981,0.9379953691040446
1.2622874883294202,0.3119559464589113,3.1432285272588594,0.4895446120150204,0.528120185428159,0.926956828241919,0.9348913083788486
1.2588354969336402,0.3108420738251811,3.1624276736673482,0.4800517907488248,0.5267274654381437,0.9113855309396235,0.9345297294875425
1.3567917382889836,0.30224870775396295,3.17702178513526,0.4756408986923075,0.5222493562469234,0.9107543992211663,0.9432529373664604
1.2476991895648768,0.28979407640486976,3.1956649092079803,0.4912162233500754,0.5159725166074227,0.9520201319633791,0.9546886602288209
1.1316795573096903,0.2894667887681727,3.179077759460524,0.498158785994682,0.5163854969521375,0.9647032864690526,0.9566351852563495
1.726432697085916,0.34075017541891095,3.0526230748097305,0.48152283023830605,0.5441993760078306,0.8848279720029987,0.909202103413113
1.2619655373366196,0.3013151292598599,3.115646334490999,0.5024591850856887,0.5229732455842462,0.960774168331231,0.9455298854316996
1.5096138470428675,0.3056477346639844,3.1658526176353243,0.4929975168594202,0.5237443288081503,0.941294234118585,0.9377426525238044
1.402346444719585,0.3451856521238733,3.0404308847614914,0.49709162220836417,0.5454761504432006,0.9112985449583378,0.9002700879827116
1.2260676917580076,0.29120602674046725,3.1434588051597716,0.4947590551727663,0.5181130839212598,0.9549248427163004,0.9562883519958975
1.3040652386632612,0.32670885423475365,3.1400612216497956,0.5027098978465853,0.5340548022646208,0.941307700473585,0.9138490540634954
1.3121135923719838,0.3076356499078199,3.1840011737506266,0.4725196626165956,0.5248479161207572,0.9002982542239495,0.9385336323106154
1.2580505360836944,0.3174264893401855,3.0857721619576752,0.48882074898529443,0.5314741162114418,0.9197451655215169,0.9306630027433205
1.2768449912631457,0.3163519806621848,3.1403435635031505,0.4884080246244091,0.5295039143222072,0.9223879397560204,0.9274250494953744
1.4005921982050793,0.31233162713868085,3.0953018324307138,0.493958341467197,0.5294614950582285,0.9329447865002403,0.9385135326363878
1.1767556141624265,0.2895413680628999,3.184515495987139,0.4925356450354475,0.5163275505222318,0.9539209064813212,0.9553673425348229
1.301337773060876,0.3130063374953523,3.1486667794100573,0.4807913682807752,0.5274080656218997,0.9116117094528013,0.9309961972535091
1.1686196355363683,0.2944800537725708,3.104762206593384,0.4951789844402858,0.5205262495656258,0.9513045400755639,0.9551927288860322
1.3557811758460807,0.3138619340946321,3.0852291825192037,0.5034136821598982,0.5292104193857735,0.9512542907680915,0.9319404219590588
1.2234811873533384,0.31729759060441776,3.158127215121519,0.4884780482015629,0.5295338977796924,0.9224679482271587,0.9259635353385008
1.4862768710446221,0.3161301971325655,3.1412342872875705,0.49040918404223827,0.5293878182904221,0.9263703604399901,0.9282173567160691
1.2891958401559953,0.3217982498045745,3.147094047313242,0.4799270410850067,0.5326221418306791,0.9010647575323216,0.9202831951656514
1.2653535214490101,0.3051820837614396,3.1463795591283747,0.48689165534693835,0.5256500562654629,0.9262657723393245,0.9479597019788552
1.190825454420757,0.30317773873588016,3.0885086349446453,0.5000892394787672,0.5247255251965225,0.9530491951796543,0.9449567827560581
1.3085850191828952,0.32169407040731074,3.1098679668996163,0.48995190678336764,0.5326521535123828,0.9198346492219288,0.9233539986145254
1.266958986758247,0.3241338306422199,3.1466815842114984,0.48971305934931414,0.533394961470844,0.9181058966116282,0.9167901804091672
1.5631446465124372,0.3215727751983638,3.1445670077056804,0.4909382601625442,0.5321630732912404,0.9225334954683435,0.9230493035865591
1.2501504971431752,0.29818568078814645,3.137265479650339,0.49447485165702865,0.5212305681313849,0.9486681746807833,0.9478965513749691
1.3181655535866184,0.30855921086178106,3.1647561338694623,0.47866025779719834,0.5255624808071538,0.9107580454793434,0.9372445461683483
1.7258858012948501,0.3318838911604984,3.091270428773709,0.4829948770008145,0.5381977789491451,0.8974300821974467,0.9133362776278748
1.3118319182553806,0.31201564768449114,3.1191670429249774,0.490498831087608,0.5279554886595051,0.9290533797328243,0.9334749337858204
