rel_std_c,corr_c,rel_std_invest,corr_invest,rel_std_y,corr_y,rel_std_k,corr_k,rel_std_h,corr_h,rel_std_z,corr_z,rel_std_g,corr_g
0.7660758314225871,0.20736672760073052,0.9683786741435899,0.33285094335723836,1.0,1.0,0.6197838752596531,0.027780563550255225,0.9020177094568473,0.07822607178946119,1.004221424753331,0.5104748317239072,0.8516291429664509,0.052916394439953295
0.4085939530679817,0.334899461563509,1.1847927210696647,0.25720540597107705,1.0,1.0,0.5755588097533803,-0.010813207703412727,1.2080400691367605,0.07660747938900624,0.9518151827803,0.48800338138310867,1.1150909042199164,0.12504936425497454
0.7907404066290673,0.013820453095107387,1.1693127867521216,0.5061755297551815,1.0,1.0,0.6616758091405625,-0.13653282895906693,0.7475429288032818,0.15787011757729266,1.0292658583683318,0.6421949073599608,0.9956449793607401,0.08720346978783873
0.37403874415512667,0.3971845826214298,1.3178478460519063,0.433258803175739,1.0,1.0,0.348160090535248,0.08501481443897675,1.5065727742966704,0.3549356948028618,1.2868623530046812,0.548473270376679,1.547337233728748,0.007750662977244986
0.4926168718179905,0.1321586698501177,0.908994905859871,0.5315783184279249,1.0,1.0,0.5216566737964557,0.01110447922715733,0.784998206502557,0.019053220487814708,0.698331399343329,0.580605760039397,0.8377282090373243,0.020448283604578968
0.5662724243309211,0.5637546875226005,0.9694538086086135,0.14761925018938718,1.0,1.0,0.5829071366277011,0.14925732591426433,0.8820357492310995,0.22229361375113338,0.984408223035263,0.2913263923517893,1.1107037431381839,0.050886091032196525
0.720165152986817,0.1794440336714806,1.1713098448746904,0.5325370576643832,1.0,1.0,0.6600389745936146,-0.04214552952456527,1.0936780874006893,-0.12675858548927513,1.224663434199705,0.4135419996045474,1.0064994158094758,-0.038978433449312996
0.9441083779490884,0.15562137369154033,1.122229287516489,0.5970098849854473,1.0,1.0,0.9920429287740191,-0.2021031073250321,1.2434349180024922,-0.013860036897494325,1.2228888483982894,0.6875143501069623,1.2282125414641283,-0.01570065581199308
0.5367512129930949,0.3778807942836356,1.0950155163588693,0.5355034407095115,1.0,1.0,0.4030328459647129,-0.11776297519290589,0.8987031594875414,-0.1891723560245018,0.9992184961779517,0.6008152236589253,0.9800375762905443,0.02145386414992683
0.7177150778802829,0.22561941161885316,0.8527796413552324,0.5016570778844224,1.0,1.0,0.5476727326978543,0.004401853555751691,1.0143036622559218,-0.0057704422469969895,0.9589091913694355,0.6219438305358608,0.7570909784378487,0.1783312029989314
0.40273375993923277,0.33154648995309244,1.0209906120930967,0.471160931812398,1.0,1.0,0.291820951563339,-0.019810997700971226,1.0662891529665328,-0.06869320859085994,0.9549145463232555,0.6265864155827487,0.9407923701091687,-0.010789113646562726
0.5675685297696419,0.24402583573537315,1.5334224466850774,0.36354425786430616,1.0,1.0,0.8201530462038106,-0.07942768710667766,1.9407857170023757,-0.16686727790648972,1.3548775000678035,0.5855723289703458,1.2414809515128242,-0.058657527957563425
