c,invest,y,k,h,z,g,productivity
0.29188698181928036,5.081341339967323,4.9512838398971954,-28.73069980937102,1.124144463643211,2.837691017007551,-0.42194448188940487,6.066218713107556
-0.015346357428980606,3.3484188472082157,3.192853262756371,-24.664013466928527,0.9132670474670517,1.649278192116314,-0.14021922702286171,3.1342340363431966
0.6484032529674794,5.574686686299314,6.283882511116382,-18.472726443956002,1.241438752768242,3.4070699744236976,0.06079257184959247,8.760619891216736
0.8349552787356633,5.690697238043102,6.8374608015955465,-12.320211044813998,1.2769470759895105,3.6112367501920057,0.31180828481678374,10.026780010116617
1.0269721058511854,5.771136142321871,7.309115530937836,-6.241069626371775,1.295832077007747,3.782070823892033,0.5110072827647826,11.231890734858016
1.8933725150711436,8.003911619557895,10.20724096522363,1.918868733845418,1.5196243451858407,5.526821744596551,0.3099568305945929,17.439447868982832
2.040742368343854,6.975105862445438,8.995389482840839,8.84600287794472,1.2508544273881037,4.829374750113626,-0.020458747948448153,16.79051216876182
1.883879948234559,4.96630910473417,6.517769567954858,13.591161910730273,0.8588461781628178,3.3784187194499573,-0.33241948501387114,13.713717253380917
2.0634861575726986,5.0480440887107205,6.8474709846226505,18.299426951672736,0.8564481130258546,3.515154984450665,-0.26405926166077026,14.729469226288302
1.6981789282744453,3.0012240542821575,4.492804428056857,20.843165332163075,0.558221084673769,2.046802116862919,-0.2065985544997484,10.979420913256746
1.4605631659829206,1.583810900128785,2.740504854736967,21.905897098987783,0.3245164904087989,1.003972184147007,-0.30386921137474016,8.319488878385993
1.3874787052013535,1.072387561701634,2.0978202083999355,22.43063723321472,0.2339667195270143,0.6270905885356455,-0.36204605850305344,7.397639969541376
1.6259748250568156,1.7704335839676837,2.907796677191377,23.640304886352038,0.2977667982669817,1.1456945928621711,-0.4886117318331233,9.1186116444049
1.7699457581410187,2.023547004012109,3.198178678337807,25.072844268205344,0.3005413438968346,1.3411645831541874,-0.5953140838153224,9.958926407278943
2.5844484919070494,4.386607367971935,5.882285444792148,28.832630529472148,0.503653480971221,3.0843815329402022,-1.0887704150868365,15.754228803428003
2.448389031162235,3.422399338144883,4.881290156406466,31.534214104380226,0.37026128200123193,2.4228787921877917,-0.9894982129006538,14.233520588247547
2.601241758937152,3.1288530752015795,4.33472333821406,33.8747118269723,0.21934641574834576,2.1931550869666636,-1.3953714959246746,14.270812754102263
2.234553047087279,1.6609730328771182,2.7523516492505804,34.68881706417511,0.06059401329557568,1.149823284057693,-1.1431744307138187,11.287782392710778
2.6037398143795496,3.26415257122704,4.961896153940721,37.08574920879777,0.33136800711945485,2.396352410278867,-0.9059962316658716,14.907527513462664
3.1320554711746302,5.469094805584401,8.111129623016069,41.62770028416223,0.7165701323340063,4.1392562817208365,-0.49002065374296494,20.074793942255866
2.843881920276195,3.3588950916638938,5.448746006148185,43.94590286872207,0.33644507243543353,2.583648866617085,-0.7540310057919062,16.311659824523048
2.9338709140842125,3.797515044548105,6.333744763870468,46.64477034155213,0.4647963631055863,2.988090262480479,-0.3976411947618527,17.54039391013258
2.430967226999163,1.233768949344428,3.0945030261726822,46.71242003235774,0.054659080217950906,1.075293227442399,-0.5702331501709113,12.380186546964211
1.7519464497881443,-1.1304061671968473,0.29034412380695507,44.41420336435195,-0.21663153496806448,-0.6769029656528711,-0.33119615878434533,6.982339020911588
1.6413958542897693,-0.9107448909045598,0.6570345709521037,42.39310338933859,-0.11263243298857006,-0.5142542404161797,-0.07361639243310886,6.92675399209315
1.582828706690226,-0.7719433968848578,0.7941455702890652,40.56133240772027,-0.06782268952879533,-0.43178164771238475,-0.016739739516305363,6.840153214782193
1.6215953274916386,-0.572358555269966,0.8490699938107829,38.9749405422573,-0.071263050331419,-0.32861605051740167,-0.2001667784108922,7.043156381585371
1.099515359727117,-2.1617950841014837,-1.0896968794476058,35.83877194459937,-0.24074556007525355,-1.5283605639210183,-0.02741715507324194,3.110175312691486
1.3212436340866456,-1.1232804617912975,-0.06717203290481111,33.81952218419309,-0.13292658802862473,-0.8180488414355006,-0.2651352052001615,4.979646411922088
1.2869659124279527,-1.0987827627361888,-0.1928277862621388,31.875251366852073,-0.14375968000615674,-0.8416152692364816,-0.3810109359539053,4.723058381238543
1.0484522486262102,-1.7586891599230445,-1.1064431768829284,29.319680922757723,-0.22620694558767668,-1.3680001844742262,-0.3962062655860967,2.898380771082445
0.9081830643328339,-2.10894276939084,-1.747070287858175,26.477746130297938,-0.2932920224081447,-1.6854025008409794,-0.5463105828001718,1.7219606479259106
1.072085923670109,-1.1735656240440386,-0.7485786798328942,24.642236852996447,-0.16992145534350062,-1.0327796977391188,-0.6470989794589668,3.3465199639216814
1.1010383231774177,-0.4811494148442108,0.2287484155172672,23.545031516827326,-0.003971669023794144,-0.5076623713405155,-0.3911404928159414,4.434437945075044
0.8047119269861578,-1.4872327386488955,-1.0857401159402151,21.469172990257746,-0.13869637861765277,-1.282432011343529,-0.40321930427747915,1.9880570938328375
0.3514983162882782,-2.2910059547790915,-1.801024869385544,18.641437710722208,-0.11164564526073506,-1.8546797505793582,0.1384827691052674,-0.45838968825516524
0.39644156563976873,-2.219132589187211,-2.1149939623579708,15.956269178766943,-0.18360365473063683,-1.8904210089291147,-0.2923029388105293,-0.6006868700479755
0.8262157933240875,0.4068876800821811,1.4023961154809972,15.964250129379952,0.3017333724289781,0.10288162465304707,0.1692926420747285,4.55833268734405
0.780388556870075,0.9759761111593259,2.5457330612815783,16.54111998730478,0.5232671489737573,0.6033240231733162,0.7893683932521773,5.526621113519079
1.0675048745687559,1.967889409241406,3.791232011404835,18.095481396863565,0.6487408374576772,1.3547720855915477,0.7558377275946733,7.86883219953404
1.0638135555812813,1.6500084035088909,3.408142791616789,19.293102765450868,0.5810602589795857,1.1302571927257055,0.6943208325266164,7.471643069425817
1.5230680866603956,2.7813800023074613,4.601652432303628,21.59215519862206,0.6380052201784454,1.9535257060296507,0.29720434333577167,10.419389535573423
1.4317483292391415,2.162802459612397,3.954637210209501,23.215153778268906,0.5529443016915817,1.527450609255403,0.36008642135796104,9.42355580322074
1.2499691653931517,1.3241178347082965,3.023775330244117,23.95889276852048,0.44789079838098483,0.9290871219659372,0.4496883301426678,7.79834322720274
0.8138785431442188,-0.2976689233207074,1.1192917513486609,23.062251525986763,0.2550203330954297,-0.26422921608069305,0.6030821315251482,4.228103129825831
0.8027951309052801,-0.04637803609795438,1.4938366022071565,22.439317201739144,0.3262418038938742,-0.072131499211157,0.7374195073998304,4.560312132945112
1.2520849692482683,1.5672479572091533,3.368805852570282,23.44558222890482,0.5092630426001984,1.1127566726660205,0.54947292611286,8.151455588219479
1.1356441763164695,0.381326885940246,1.582463348814285,23.240769559122445,0.22777808986826148,0.17780187020819416,0.06549228655756834,5.920338535441941
0.8697322487858765,-0.5547273417040566,0.43738777502618387,22.105022978440324,0.1130899855538276,-0.523596625515207,0.1223828679443627,3.7595462641890456
0.7058235235980259,-0.49655437322787843,0.7694917021781724,21.05584303075144,0.22920566963450822,-0.4452721028572101,0.5602225518080242,3.465560077296359
1.1771905221417764,2.0935715199610465,4.328615827637083,22.6230184749437,0.7077568226633817,1.5483510761166355,1.057853785534261,8.825187608153161
1.886547327671099,4.510349056918141,7.361195776381686,26.56779206998825,1.0097314442474843,3.3801606916763336,0.9642993917924467,14.567332180521223
1.616704896397787,2.84069592515962,5.390542112302827,28.744293193398164,0.7478046190357102,2.174837425468369,0.9331412907454191,11.565948283037304
1.686600856120903,3.1239290579579335,6.018821200622437,31.14961492152115,0.836857667483007,2.4508368935952034,1.2082912865435997,12.46121236159556
1.0140064227231065,0.4411706375568488,2.9034783134963837,30.81204518603997,0.5073502852461337,0.4919241360562665,1.4483012532164279,6.77672786819306
1.4910887177892667,2.327814404756053,5.250658162988663,32.36955846114503,0.7658077813889879,1.9063159533325105,1.4317550404433426,10.946242118641358
1.3442397250876446,1.5799698344497526,4.400202777544672,33.14028933406615,0.6632190084492375,1.370204888130522,1.4759932180072746,9.534860507442556
1.365601775745311,1.5564935589760833,4.403929543430131,33.86827565969058,0.6565466764793113,1.3641229772580827,1.4818342087087353,9.62018493518011
1.8833595686735602,3.1458860031653675,6.247365495611411,36.167454771363694,0.8103569889584863,2.541151156656998,1.2181199237724822,13.441325461968098
1.1000615543824237,-0.11164574716096032,2.3143828537644207,35.15162265491864,0.3717422977389038,0.13251726282265164,1.3259670465429547,6.516341372141728
1.3344685701201051,0.7423039189513048,3.230294115019017,35.01513600749698,0.4560144177349964,0.7414109744054422,1.1535216259476064,8.327628489976743
1.5650650721573776,1.3484854677813307,3.809108369612682,35.48824307509088,0.48092473646354594,1.1662579525638743,0.8955578296739728,9.787263396999716
1.2362763450341157,0.23349944520455035,2.559529567731904,34.83453644341816,0.3690414028942898,0.3555621545454686,1.089753777493237,7.281794334089293
0.6136167797131674,-1.746485096823716,0.24432775905310633,32.21718793550899,0.16638077526403755,-1.111878832998878,1.3771960761636528,2.588189558661682
0.6536633575066312,-1.3905760849405202,0.4862456208122423,30.02118215218075,0.19615602841313143,-0.8987037944266887,1.2231583482461303,2.9830752775563876
0.2963983370172622,-2.838005130779394,-1.6338647640996156,26.432647467596837,-0.06261940100964553,-2.056549293904565,0.9077420296625147,-0.501697648449662
0.6405426051578469,-1.7254072864124708,-0.8033752361496744,24.046423994494447,-0.03144328609710145,-1.34175662405125,0.28148944510494794,1.6433364459412756
0.46704363293647627,-1.9289686918519844,-1.0812262606913294,21.5162947027801,-0.021812373763001547,-1.5174475615236012,0.3806987982241776,0.7027629752319808
1.0081362525567994,0.02488040824228499,0.9786422189305972,21.00326774345288,0.16293084251462842,-0.13189174716555097,-0.05437444186848778,4.829469199693682
1.2490263109342257,1.0962207153908787,2.3390105486010415,21.57440676525744,0.32496905533996234,0.6733724831605755,-0.006236477724063716,7.109976978614935
1.57101141044647,3.0285031792569725,5.225531593178806,24.06354977538298,0.7338124535204453,2.210014088943983,0.6260170034753634,11.226400137575379
1.3040726400170843,1.7163930496541728,3.7242928623138205,25.17835408065258,0.5553740986005888,1.2659648598623305,0.7038271726425622,8.705522427580153
0.9546709205430771,0.1959505413971715,1.8576514714614376,24.744845770033436,0.3395157483234015,0.13688544455625173,0.7070300095211879,5.504254328221704
1.017897629782534,-0.15077803203100798,1.0301776952467152,23.97544659375159,0.16885092006138464,-0.19330333889898998,0.16305809749518824,4.918290682434956
0.7267530706488059,-1.0778281097595177,-0.11129434325118415,22.298232319148283,0.06348496599928172,-0.8936310973777853,0.2397806958595265,2.6647196386973198
0.649188130555798,-1.382262218158362,-0.7002888701224212,20.358514293011215,-0.015861370165697497,-1.170644280913737,0.03278521748014129,1.779446545001507
0.845789571640557,-0.33280687383833096,0.5442707684522179,19.516744561847602,0.1405572413843381,-0.40782693064281705,0.03128807064999117,3.7749742514995224
0.7771000786274409,-0.6081131761882524,0.09085030643932601,18.42071277161316,0.08256101202039912,-0.6397787847995376,-0.07813659599986328,3.0591771987043828
0.31392834468418745,-1.931204716754193,-1.432056785300857,16.028990235568635,-0.03232328950097091,-1.621478220306344,0.18521958676914735,-0.23292944842527596
0.4625057408051767,-0.696856728961499,0.20211510493014195,14.931408750717921,0.21072680101191124,-0.6965875630164606,0.436466093086464,1.968770734001518
0.23092231736049962,-1.463015320992453,-0.8177399031349517,13.09510821095752,0.1067760062351579,-1.2918021516177909,0.41435310049700125,0.06432528190019049
0.3786713286306812,-0.4644977811344101,0.4549589155268319,12.303232724549172,0.28505193432022374,-0.5511003636402876,0.540785368030561,1.9013881709317457
0.1694847304470345,-1.147193691421379,-0.4247625296398285,10.848458215014062,0.1986239791334778,-1.0751524444140415,0.5529464313345156,0.2226265223633659
-0.47512913179139993,-2.7117878516957097,-2.0295501715502757,7.865458907943001,0.1313723090561225,-2.2044246896019972,1.1573668119368332,-3.8444239799353968
-0.9329153135131671,-4.4032257880323655,-4.468384108800293,3.2655966472120586,-0.15021427235964663,-3.554240592657036,0.8677569927452389,-8.03188601732942
-0.6223385817437805,-2.888078956956943,-2.950818463924649,0.29587777407481397,0.016162340023416988,-2.5138034527578075,0.5595990747760744,-5.327995354122597
-1.1358505603278648,-4.531689902396178,-5.176669749630583,-4.243209072673238,-0.20793560825640406,-3.80187567346003,0.4908707130934599,-9.515333271284842
-1.1747034767702418,-4.056397732933445,-4.7757915919874625,-8.193526578789854,-0.12242898479753794,-3.5123260933707363,0.4553096177162242,-9.26286348457193
-1.8387246217307394,-5.673902515597694,-6.739010464157799,-13.662590929917801,-0.24752094605568614,-4.749900419649735,0.7736166731706351,-13.762476157010859
-2.0640781019323584,-5.825170182999505,-7.182539073318352,-19.14619633966936,-0.24988444262703474,-4.949105701676663,0.7067092116135127,-15.066798393588716
-2.1006347896561817,-6.186564993717666,-8.431848735949632,-24.85410642489529,-0.462172465993052,-5.397462583824389,-0.1446489525757822,-16.45574541085059
-1.4923090031044999,-2.8525461404532084,-4.386341235734883,-27.085299904726117,0.05684048327836566,-2.9551498203503668,-0.0414860921771712,-10.086586374441175
-1.7921180401362755,-3.6156719874749634,-5.387416781128929,-30.023839394582925,-0.020278158939128155,-3.5544446752349232,0.020373246482312313,-12.232857051892541
-2.2122603287408635,-4.27232765617013,-6.012654634974908,-33.54557106588848,0.011611380314099029,-4.038526688837863,0.47193334993608804,-14.462932800035894
-1.9622077927721455,-2.7229929080511783,-4.166291422836457,-35.42992469729245,0.25797073490823613,-2.916006191334009,0.518909277986871,-11.661431778226902
