rel_std_c,corr_c,rel_std_y,corr_y,rel_std_h,corr_h,rel_std_k,corr_k,rel_std_invest,corr_invest,rel_std_lambda,corr_lambda,rel_std_productivity,corr_productivity,rel_std_L,corr_L,rel_std_X,corr_X,rel_std_mu,corr_mu
0.5811820957912829,0.4187877683406437,1.0,1.0,1.4144201854561114,0.1950607769977251,0.4814213220947718,0.15992189310176735,1.0544938119690521,0.5852287447890603,0.9389755054465234,0.532873249405314,0.7921667281694053,0.43829142075399713,0.5101276497013082,-0.06663369894993365,0.6511650781313202,0.02679293240812197,0.37542034469650265,-0.149277971746718
0.77745613178103,0.12135606095698949,1.0,1.0,1.211567645796799,0.06534805109923339,0.9039256997498596,-0.1352144314254827,1.195611100899322,0.2650134969281021,1.0195861292202544,0.7042934220299855,0.8426193510525636,0.15381225270950175,0.9180062064738478,-0.026246074195697144,0.8045739650792538,-0.0994051835199591,0.4511921416762375,-0.07867573812929671
0.8438413509030663,0.23728235884740434,1.0,1.0,0.8777219443074405,0.25576691206845836,0.7217621376968488,-0.024064295827873155,1.0194533503003556,0.553901308328549,0.9744329090942739,0.5108084742120925,0.6355984111834625,0.41408781403540207,0.51285522408273,-0.23318742348357985,0.3797212505754364,-0.1498323443303212,0.30893606107719485,-0.2158300709739246
0.6179992450060562,0.3905463681644757,1.0,1.0,1.0132832199809725,-0.00584183585021724,0.5833579661777804,-0.03841897120279025,0.8894745463265525,0.5276208996007209,0.9263432713396804,0.5643373326129008,0.7237403014818722,0.3904784797825037,0.508274724994288,-0.01863694521809894,0.41794347658976033,-0.10728144016708221,0.2303272470300475,-0.11458963445881631
1.070965281486437,0.1829868227696362,1.0,1.0,1.3476896204669775,0.045836139885943046,1.0563200500853653,0.021522517039477645,1.3101640043458818,0.30108846565776,1.1331378660846292,0.8797039843180113,1.0627697413186268,0.42670136432945416,1.0524679968085449,-0.09074513204283421,0.9419408505605279,-0.1300352877723698,0.9347585917701687,0.07075191969715397
0.7267126890478266,0.26858783110860596,1.0,1.0,1.2295115785497241,0.16383249912184164,0.62706735070807,-0.057450656003720825,1.110002455273235,0.33352607562315695,1.1080143216437488,0.6566924844892273,0.6465276206719157,0.3699447591223557,0.9110363206396999,-0.2845843379557644,0.7382617911807506,-0.2094264818134387,0.39391345071041284,0.08803727788371103
0.9695329046218311,0.34954233010801006,1.0,1.0,1.2433359458691433,0.28152305658009763,0.967680818493719,-0.09268028928945578,1.041287198669912,0.5552316718733311,1.2138392878486644,0.6058952261905038,1.0246576022462974,0.4327522402088134,0.8520475942374399,-0.14903361828408038,0.5158147004805628,-0.0060106688623685145,0.5411653141954731,0.0834512537659559
1.0507713525380402,0.18571501287012906,1.0,1.0,0.9037955415918362,0.37620105415499633,0.7102736167276641,-0.07938153696379088,1.498917671160638,0.4702079313589164,1.0454933990241453,0.7590094645429807,1.1152057873614434,0.310508811377267,0.8493406206492423,-0.2591966002359034,0.6002993825758814,-0.17310835739764896,0.4842282153832487,-0.22033449934039326
0.8035063946201318,0.26009730840719847,1.0,1.0,1.0993759753840364,0.29184675917893665,0.8581727913711478,-0.1266792214345181,0.9080821874037915,0.6610460466213028,1.0541892585262083,0.6679044376570961,0.9110774102760216,0.3920008647086256,0.8538804369415929,-0.035525251705520226,0.6691985635922153,0.003021437639160605,0.5241246201735247,-0.18602884918387413
1.1837407833206057,0.07896681741036476,1.0,1.0,1.1880321299587224,0.13904545301722376,0.7421486662345148,-0.02177807142142824,0.9976447991532612,0.35729886391660165,0.9211910895353567,0.7160751249752471,0.7889540052195102,0.21483255575964288,0.5066682058804957,-0.19087772490379543,0.6561167078218114,-0.03120497548529496,0.6625499667389635,-0.03388205304925742
