c,y,h,k,invest,lambda,productivity,L,X,mu
0.8991954841910615,1.1997788649507248,0.3316991703113485,12.332223989867577,0.3005833807596633,0.9840462047919519,3.617495702675648,0.669458819655014,6.699042004113072,1.6178944122481238
0.8970115419558529,1.1893745812782528,0.32991911148587794,12.316281429443288,0.29236303932240004,0.9792624207003942,3.6060631793911324,0.6699660412472924,6.699218692215887,1.6167981591083065
0.8931808982996395,1.1716643585846862,0.3269864065703194,12.286857853992252,0.2784834602850468,0.971002541561407,3.585521245763239,0.6710039726944208,6.702310416423979,1.6147480102276472
0.8925342418355692,1.174406349794896,0.32788171325195054,12.261558515601774,0.28187210795932677,0.9723408382305561,3.5837984135843537,0.6708915774293759,6.704197661529631,1.6152036518177444
0.8909680148311273,1.1711811523965616,0.32765036047057344,12.235232690277163,0.2802131375654343,0.9708921133591214,3.576693654314688,0.6710952218347253,6.706127534906094,1.6149493692723078
0.8928452709339696,1.1871186425957048,0.33081198624041847,12.223625244681969,0.2942733716617351,0.9784783406434345,3.5893735815368806,0.6701140945847496,6.704702795175066,1.6170945252268176
0.8936780071451753,1.1940996867707694,0.33214936955663305,12.218456293190513,0.30042167962559424,0.9818946574912137,3.5954554746913794,0.6695534023415577,6.702083146100926,1.6181839180807398
0.8924081984200135,1.1881178594283548,0.33109916977516374,12.208704546869093,0.2957096610083415,0.9792131740406755,3.5891799979275807,0.6697506950752529,6.70077566171567,1.617664928015476
0.89038087226111,1.178976484713296,0.32957349551514803,12.192082545649551,0.2885956124521862,0.9750158982684348,3.5787094353416875,0.6701996945812168,6.701124600028955,1.6167148548324697
0.8912222402483043,1.1871190238576819,0.33121248147171073,12.18317726561769,0.2958967836093776,0.9789364180417267,3.584924351651408,0.6696487304867833,6.6997996585543484,1.617886724024268
0.8879799736887101,1.171114489569225,0.3284659308698727,12.161732349857763,0.28313451588051514,0.9715005342792018,3.5674309036606884,0.6705239020015772,6.701353761829041,1.6160722823403533
0.8868847435273362,1.169657657291748,0.32849409604395374,12.14046195487573,0.2827729137644121,0.970876195622199,3.562747430444553,0.6706150609035039,6.702724289602183,1.6160190822829206
0.8842273082980916,1.159563319272877,0.3269927724782239,12.112286416978623,0.27533601097478555,0.9661878049702582,3.549147388736009,0.6712296084567635,6.705459088163741,1.6148982266112488
0.8840277620257575,1.164490657864957,0.3282512675893162,12.089942152393357,0.28046289583919953,0.9685632609568013,3.5499447847954944,0.6709668970743824,6.706661911758051,1.6156365652000662
0.8846734049610027,1.1727897142107282,0.3300033045154327,12.07580990783325,0.2881163092497257,0.9725561684014894,3.555373010389568,0.6704318676838718,6.705992416066813,1.616833461795082
0.8817458565294674,1.159639218813446,0.32783555675988807,12.051808022421397,0.27789336228397876,0.96646913090422,3.5400099197234125,0.6711470621783819,6.707557617700243,1.6153883501412116
0.8768539484472845,1.1378333054739527,0.3243047365472337,12.011492178887531,0.2609793570266684,0.9562695610568331,3.5138272768674033,0.672484587358984,6.712497119382985,1.6128226692578413
0.8711543173275661,1.1151301742565425,0.32087929143091654,11.955180731344319,0.2439758569289765,0.9456047852397771,3.483782033715313,0.6740045607590732,6.720368116013771,1.6100990328728555
0.8718318757907403,1.1309776723356506,0.3245040441276941,11.915447009605622,0.25914579654491043,0.9530813862209376,3.4910456364536335,0.673247512096202,6.723827260284699,1.6121655367452092
0.8694236094528957,1.1262120690928688,0.3242041127686449,11.874349294005453,0.2567884596399733,0.9509270795226137,3.4800817169053637,0.6735773324494797,6.7272404214875845,1.6117710875816533
0.8665895035810727,1.119389529644113,0.32355641745618735,11.830290587718357,0.2528000260630405,0.9478132981262097,3.4668114031470987,0.6740258812870273,6.730959961882639,1.6111376466649148
0.8639018590039113,1.1140065828466263,0.3232039699829453,11.784638046868114,0.2501047238427152,0.9453827774128861,3.454579021261293,0.6743910080283405,6.7346599957114295,1.6106955761311563
0.8599259347646124,1.1018710946335386,0.32167879023946605,11.731967255565337,0.2419451598689265,0.9397801797481236,3.435120623026311,0.6751653231374297,6.73951520590082,1.6094293106571538
0.8622076265767034,1.125679318466222,0.326600631301352,11.702139766065724,0.2634716918895188,0.9511104401885571,3.4518529282607835,0.67375826742808,6.738963054009386,1.612647912481327
0.8612695343713688,1.1267850359525162,0.32713440197576843,11.675101773495227,0.26551550158114756,0.9518291142492679,3.4492387268098437,0.673535557819091,6.737932346632679,1.613142790959986
0.8612744073147494,1.132475421706491,0.328433858430835,11.65442524354959,0.27120101439174177,0.9547115940211275,3.451870094673766,0.6730137520803318,6.735705253538576,1.6142111715516145
0.8630690590282275,1.1466335317566505,0.33112663766338724,11.646629085189272,0.2835644727284234,0.9615962425730419,3.464421786892238,0.6719265182978218,6.731008090521331,1.616346292818451
0.8608788236253894,1.1360740778042075,0.32925560486132005,11.63065861223836,0.2751952541788185,0.9568579255488128,3.453534671646723,0.6722760641824244,6.728651676607878,1.6154206387583214
0.8611906449715439,1.1410783327676186,0.3302757247361419,11.619779834728476,0.27988768779607504,0.9594063793574488,3.457211684503319,0.6717658553218623,6.7255107842109485,1.6163713939425493
0.8586989397425353,1.1295601848590164,0.3283049888818531,11.600146583976745,0.2708612451164814,0.9541706606007541,3.444556405296699,0.6722514548650629,6.724654716908001,1.6152571441319106
0.8573612365231331,1.12630957730772,0.32794409774005084,11.579091260161913,0.2689483407845873,0.9527889874014818,3.4388148686842626,0.6723221223900021,6.724245147477149,1.6151187638919104
0.8553096676125249,1.1194455824217613,0.3269720879130737,11.553749893467103,0.26413591480923654,0.9496945271795412,3.4290240287200873,0.6726357038164388,6.724848544816361,1.6145154841160394
0.8560420207013818,1.12883377778171,0.32893867523400355,11.537697903210752,0.2727917570803284,0.954242820783843,3.435335549515377,0.6719866190811621,6.723425015100721,1.615919838342939
0.8562659724723692,1.1334019822519983,0.32990272460511727,11.526391465410114,0.2771360097796293,0.956548080384528,3.4383274762225966,0.6715566723697557,6.721179788985531,1.6167558510189757
0.8579137925284827,1.1447773869318603,0.33199418075852516,11.525095273178238,0.2868635944033778,0.9620671107728455,3.4492130604799267,0.6706787230185756,6.7170676293284535,1.6184441865220556
0.8594653977977222,1.153453821161869,0.33345215398383743,11.53095631471293,0.29398842336414716,0.9663318897098562,3.4590411074531113,0.6699011420120062,6.711908712411771,1.6198106029174597
0.8581750139971085,1.1449525385314039,0.33177382111012477,11.529459931379403,0.2867775245342958,0.9625022859693317,3.4521871905706867,0.6701532289182213,6.708944020060469,1.6190252430584566
0.8552163342008086,1.1288940540163914,0.3288957402917596,11.5149011529105,0.2736777198155832,0.9550646165195091,3.4359934788728537,0.6709678522018144,6.709153877762662,1.617232000484425
0.8552175216515941,1.131974940761479,0.3296147177578175,11.503786043197623,0.27675741910988505,0.9565933516617092,3.437246734652656,0.6707298508393368,6.708623772228578,1.6177591990872506
0.85515721347763,1.1339679506380675,0.3300855709134925,11.49500212927812,0.27881073716043786,0.9576194893177103,3.4379935609416927,0.670530595375135,6.707675824092228,1.6181621741163776
0.85193991763791,1.1180874325719175,0.32736750424754635,11.473774590980176,0.26614751493400773,0.9502259095794796,3.420555643096705,0.6714203020793534,6.709540737435459,1.6163371682758536
0.8439604272767669,1.0787197003229552,0.32071283196122374,11.421689499251858,0.23475927304618843,0.9317215539832343,3.376400338911016,0.6738706567468764,6.717873831730689,1.6115305596648237
0.8424617053554838,1.081718410079126,0.3220314381404957,11.375403966494206,0.23925670472364255,0.9330992840444947,3.3707438836674797,0.6739507957133212,6.724055010417125,1.6119179825628664
0.8423389745657012,1.0909957617289745,0.32434348222495896,11.339675654495124,0.24865678716327366,0.9374899494979296,3.3728840968255005,0.6735433568983773,6.727306027150453,1.6131677168962932
0.8440838935993399,1.1082290696446824,0.3278723207550672,11.320328939178088,0.2641451760453428,0.9456879441693797,3.3853709442162434,0.6725195795005058,6.72670310368034,1.6154889761228306
0.8424158965556435,1.1031091063463383,0.32718373219685987,11.298013925489332,0.2606932097906951,0.9434132710763055,3.3776627718709755,0.672721395470321,6.726849061115447,1.615097640563462
0.8419145353786313,1.1050573018416858,0.32779270291766816,11.278706343815154,0.26314276646305507,0.9444563299437742,3.3767403682637873,0.6725177429513199,6.726371452086234,1.6155710771388394
0.8409881016553656,1.1040130125011252,0.32782521263303144,11.259763596065534,0.2630249108457599,0.9440970150422671,3.373246246549144,0.672475319964044,6.725909094244579,1.6156796784360898
0.8382558454867167,1.0929572452753673,0.32608788731174904,11.232970905952547,0.25470139978865103,0.9390168918645536,3.359384410366556,0.6730533305667853,6.727230297508371,1.6145340830641022
0.8396790822803331,1.1064755165338047,0.32881531205278725,11.218943067557205,0.26679643425347216,0.9454906781880217,3.369631599206892,0.6721846101195684,6.725691955704748,1.6164223130862017
0.8373429050725605,1.0965284394537327,0.3271928525114912,11.197655025249448,0.25918553438117253,0.9409482392235009,3.3578194246478343,0.6726524787417865,6.725929907622781,1.6154328199370864
0.8375335443903539,1.1020704109898136,0.32842560356225675,11.182250516217671,0.26453686659946013,0.943675123512719,3.3607467920798215,0.6722364827486907,6.7249113132982465,1.6163376260241118
0.8390458564388514,1.1136034784996522,0.33061917162705257,11.177251875373031,0.27455762206080114,0.9492422981259959,3.370970679251647,0.6714025252949174,6.721801010341369,1.6180092142076794
0.8404178019998285,1.1221040295868188,0.332110984240622,11.179506806075697,0.28168622758699063,0.9534049110038062,3.3798950475435463,0.670678221187971,6.71750992506661,1.6193277562289843
0.8399469289784149,1.1188993659367825,0.331427768343309,11.178971572882173,0.2789524369583681,0.9520570511937915,3.3778730721874206,0.6706384262091714,6.71433116421664,1.6191851611727581
0.8415353042433837,1.1276479852041792,0.3329094269918187,11.185609964520914,0.28611268096079595,0.9563131850182104,3.3876544776712665,0.6699132262269448,6.709988620803157,1.6204911635595456
0.8424264472365152,1.1310114618809448,0.33333212383455596,11.194554730052321,0.2885850146444302,0.9580370385492807,3.393047825806646,0.6694830170101105,6.7056576348882855,1.621124417815084
0.8408255213477227,1.120178730615894,0.3312239686181769,11.194044071069184,0.27935320926817153,0.953056733885971,3.3839758247277802,0.6699393572513764,6.70386790278128,1.6199606562672877
0.8432504591381615,1.1335696671386852,0.333553779770504,11.20451217729298,0.290319208000524,0.9594436327599132,3.398259361711798,0.6690075907611066,6.699927332732648,1.6217545475968553
0.845328031490171,1.1426666153684562,0.3349513384208822,11.221737956738941,0.29733858387828566,0.9638305430376237,3.410020288100168,0.6682623081803132,6.694983261038501,1.6230357013393155
0.848499364512723,1.1563247655315845,0.337052623894357,11.24901990883933,0.3078254010188618,0.9703684026658592,3.4276448836684796,0.6672054936044775,6.688432311040294,1.624879208880185
0.8523539386196736,1.1715710242150272,0.33928160549798575,11.2870114967137,0.3192170855953541,0.9776614424398073,3.4486148228694264,0.6659995382933239,6.680307474438279,1.6269182007572778
0.8576586729535804,1.192488136028671,0.3423514417275773,11.339665672370948,0.33482946307509087,0.9876285267739997,3.4772535965012845,0.6643969812338358,6.669925285266873,1.6296529487823734
0.85602423490833,1.1720654524743468,0.33790914727323024,11.372215248127691,0.31604121756601716,0.9781200339373416,3.4653491055902212,0.665276941996716,6.665023609466956,1.627219613507922
0.854654668789325,1.1575135431150456,0.33485543714225957,11.39076874125022,0.3028588743257211,0.9712718859336008,3.4556267432683114,0.666027131615561,6.663665811378,1.625375424998086
0.8510643140198776,1.1338072577174336,0.3304270413874228,11.388742466416522,0.2827429436975565,0.9600466965433112,3.4337170020262127,0.6674888132539719,6.6668721888527775,1.6223068730414485
0.8510237579541536,1.1341148897351305,0.33057345749902395,11.387115036537086,0.28309113178097733,0.9600723408088411,3.4330128964142985,0.667645982150772,6.669611512468476,1.6221566740923414
0.8471316527087405,1.1131332780378134,0.32695013177543747,11.368438785952732,0.26600162532907334,0.9500819163974572,3.4103310960434836,0.6690922021890476,6.675700229446191,1.6193762705891237
0.8483123524590603,1.1237614034471595,0.3291740196942396,11.359676867292013,0.2754490509880995,0.9549509567055942,3.417503237346637,0.6687096080210183,6.678956186807332,1.6205037987980493
0.8479342031334637,1.123632513929513,0.32932364850881785,11.351383256405763,0.2756983107960497,0.9548083722766081,3.4154538670063785,0.6688688751643902,6.681736919617781,1.6203682909191566
0.8459498202570758,1.1145525422119669,0.3278788096606587,11.33620139695051,0.26860272195489143,0.9504641707063048,3.4042692560542958,0.6695553163939251,6.685684417995344,1.6191419746995683
0.8421377660637535,1.096906408213663,0.32502884406996135,11.307565004176658,0.2547686421499098,0.942075712891805,3.3830001745362392,0.6708093917452107,6.692087132125848,1.6168442411705282
0.8422569613083781,1.1038032354482363,0.32671832369096876,11.286422153212099,0.2615462741398586,0.9452319131656666,3.3849168606083753,0.6706342502963409,6.696160095222295,1.617592642715473
0.8410829620837458,1.1019309522834897,0.3267233490806351,11.265109589581542,0.2608479901997442,0.9443069325097584,3.379244168097509,0.6708972340112267,6.69982073661943,1.617319090588913
0.8364356756222008,1.0809720788688217,0.32335499512981586,11.228018253088624,0.24453640324662126,0.9344050090246868,3.3537972912497667,0.6723140995848272,6.706483667827671,1.6146927117180285
0.8351970627985239,1.082188544263544,0.3241474470213418,11.194309278226429,0.24699148146502048,0.9349232169318193,3.348640822199229,0.6724698319513288,6.7116878540235625,1.6148061204726571
0.8292095156885223,1.0565178766063812,0.32012657674421274,11.141759907188627,0.22730836091785933,0.9228103560702163,3.316309439168526,0.6742154086510569,6.720392491876993,1.6116237860701679
0.8309028887984644,1.077188403119389,0.32457559864139857,11.109501423829837,0.24628551432092508,0.9325036862667868,3.328882702423861,0.6732240524475148,6.723777644047895,1.6141969859293
0.8335602475782562,1.0987149290148477,0.32882378024966213,11.096918569670683,0.2651546814365919,0.9426990713243256,3.3462557365522625,0.6719572237757312,6.722576099393444,1.617007865869306
0.8322918106062345,1.0943486873373907,0.3281758939654466,11.081552482160072,0.26205687673115663,0.9407644154141089,3.3403564382197626,0.6721058835726673,6.722142595488652,1.6166771401226827
0.8273783253370672,1.070539769253073,0.3241476912922285,11.047675114022077,0.24316144391600608,0.9296520336936281,3.3136917827866252,0.6734875767544822,6.725780644647559,1.6138998079053586
0.8264964433504342,1.0729437303301248,0.3250473566822565,11.017930523151215,0.2464472869796911,0.9308348007683491,3.310906425471533,0.6734091670633013,6.728155223500546,1.61432530698331
0.8218293562726706,1.0536109201643862,0.3220374896133868,10.97426382396415,0.23178156389171595,0.9218012823119419,3.286354168888804,0.6746169681628499,6.733302211537104,1.6120768666574394
0.8191462011140357,1.048216295926828,0.32170880167749766,10.92897732317784,0.2290700948127928,0.9193045410611724,3.27382273451171,0.6750665631627873,6.738263188705896,1.6115354693737336
0.8200286983355658,1.0627741076885098,0.32491449067266354,10.898498299451338,0.24274540935294442,0.9262277693521159,3.2818739880874683,0.6742670355304508,6.7395223791626435,1.6135134384596501
0.8191083812469807,1.064173547812384,0.3255463343088012,10.87110100853046,0.24506516656540367,0.9270145583805878,3.279051150495142,0.6741277376374911,6.740023806937578,1.613933130993804
0.8244580715876271,1.0993948510022549,0.3320914761759848,10.874260262731825,0.2749367794146283,0.9437532865972316,3.3119842888460047,0.6718695307893476,6.733929950067835,1.618589840986269
0.8201207695112464,1.0746693242929435,0.3275632537435534,10.856952310945228,0.2545485547816978,0.9323319023553789,3.2881261153231365,0.6730583079441653,6.732973701317498,1.615870341249576
0.8246424341004391,1.1031620359931675,0.3327719424367999,10.864048105064326,0.27851960189272884,0.9459001533110227,3.3157243826706555,0.6711731107327572,6.726904388748948,1.6196745975522018
0.8248435820164087,1.1025770770731356,0.3324560143092084,10.870180397494444,0.27773349505672734,0.9458312370287104,3.3174801550050637,0.6708891802604584,6.721757935564845,1.619923525771464
0.8261717229675094,1.1084253931320398,0.33330581119785285,10.880679557721615,0.2822536701645308,0.9487619733530186,3.32558201022144,0.6702572318924662,6.716276330810508,1.6209250343382513
0.8270765474950245,1.1110137893051137,0.33352214814679626,10.892599810588663,0.28393724181008984,0.9501445247137549,3.3309432243946424,0.669825209651304,6.71112654958266,1.6214947977062508
0.8309502407884914,1.1296473403022878,0.3365589803629812,10.918981914837744,0.29869709951379675,0.959066654214033,3.3530980619971205,0.6684275825958292,6.703454914261413,1.6240296928018025
0.8341599532016534,1.1414990733224886,0.33817590616201687,10.953346487087636,0.30733912012083575,0.9648111208040075,3.3706856962969063,0.6673630022702857,6.694933516673255,1.625728304355048
0.8403622403492452,1.1681056329081263,0.3422834437528525,11.007256217469328,0.3277433925588815,0.9774969421702703,3.404861692631999,0.6653714732702629,6.683156721253077,1.6292380177818782
0.843552721369002,1.173918522206789,0.3424242264895925,11.062440612870382,0.3303658008377876,0.9804020235421284,3.420735957918363,0.6645567076100924,6.672416822638176,1.6301564679238059
0.8472695003393494,1.1823919469419055,0.3430414098067331,11.12100204415118,0.3351224466025566,0.9845110053305516,3.439297982211049,0.6636426000391247,6.662133730567626,1.631325175764508
0.8523893985548857,1.1978881624554323,0.3448673595562752,11.188475756947946,0.3454987639005471,0.9918910646817726,3.465496352973692,0.6623351166421991,6.651052997954588,1.6333039388268127
0.8497820880743701,1.1689679034268077,0.33873718540864883,11.227949678376685,0.31918581535243806,0.9783196186072332,3.446855152592114,0.663760429974021,6.647210512750481,1.629696747428068
0.8476364034326229,1.1487213443598614,0.3346202327249201,11.248335877344507,0.30108494092723903,0.9687038193945284,3.4318637799864726,0.664951601875059,6.647869228750512,1.6269980195072133
0.8473435951951185,1.14283632296697,0.3333566829193267,11.262620208182748,0.295492727771852,0.9657838635576439,3.4282495041816725,0.6654366608470188,6.649725622956134,1.6260012714084198
0.8519464918523317,1.1652104744484977,0.3371748550906278,11.294318685574344,0.3132639825961664,0.9761682076702634,3.4529437558004257,0.6642209662104288,6.647578205569893,1.6285178413711
0.857041051897503,1.1864907825448099,0.34051011271833087,11.341410449082293,0.32944973064730726,0.9860987511247196,3.479722708874909,0.662914043910627,6.642310272294573,1.630973388195944
0.8545963586909404,1.16294792001836,0.33569184034896193,11.366226749182657,0.30835156132741975,0.9749431675429849,3.462635613974769,0.6642580235770104,6.642387404716153,1.6278749582879555
0.8598483154711668,1.186616293711288,0.33957660607066503,11.40883905869321,0.32676797824012177,0.9859484572001229,3.490472532946239,0.662903369181817,6.638572058173873,1.6305565350542701
0.8626759239446808,1.1930709365039798,0.34013303922929977,11.45401309478518,0.3303950125592993,0.9888964356790754,3.503653277891407,0.6624606200510467,6.634581813127186,1.6311541723438543
0.8634642309702415,1.1877605232280397,0.33858046368319616,11.491959059673349,0.32429629225779866,0.9862921015050864,3.5049745314602014,0.6627446555641483,6.632543168131271,1.630267651151593
0.8649762408651306,1.1880178667977634,0.33813649233215215,11.52770170911415,0.32304162593263314,0.9862741854636736,3.510680050154157,0.6627675336122792,6.631152358985992,1.6300255619488921
0.8689749313494003,1.202441409581222,0.340230923754991,11.572975644618117,0.33346647823182196,0.9929186956467938,3.530676987003419,0.6619440800198425,6.627806199332402,1.6315323730274638
0.8679997277075888,1.1874284886052244,0.3369795276119941,11.6030800144003,0.31942876089763605,0.9857149791770097,3.521768311675742,0.662864568292408,6.628046051787168,1.6293918001253624
0.8698298417142905,1.191161959895281,0.3372894061811415,11.634335132221283,0.3213321181809909,0.9872879942368489,3.529525300212191,0.6627717012027662,6.627952040427309,1.6295182889616664
0.8711118050746863,1.1916263938062541,0.33700203724136,11.66399134264732,0.3205145887315682,0.9873273433703722,3.5341118963058356,0.6628661695932989,6.628154799143218,1.6292463869303757
0.8773416893457693,1.2196593256693011,0.3416024479352749,11.71470919540467,0.34231763632353224,1.0003559536124473,3.5670901165917877,0.6612692051669629,6.623736871293621,1.6324123150577166
0.8802421970113223,1.2247876757485858,0.3418168496364363,11.766386944256816,0.3445454787372638,1.0026560051465652,3.5800926972984213,0.6609069992613326,6.619546334527823,1.6327968447361874
0.8863031215309568,1.2471088149704626,0.3450573655355278,11.833032964089902,0.3608056934395059,1.013043452551347,3.6110469305536657,0.6595004338068736,6.612534335539513,1.6353015228708956
0.88840120743142,1.2443823928263664,0.34364383774146884,11.893188325382601,0.3559811853949467,1.0116545498409721,3.6185750343644134,0.6595393886005542,6.607637064244092,1.6347048551273267
0.8915515756790637,1.2488813824387932,0.34362611090878975,11.953188424007765,0.35732980675972975,1.0136222552522605,3.6322689868940534,0.6592272703577895,6.603247246910894,1.6349408376548895
0.8957595928896955,1.259248388664168,0.3446560540382076,12.017847509182044,0.36348879577447274,1.0183354860907634,3.651925095798307,0.6585814521358354,6.598266468181596,1.6358774306922739
0.8985369263658902,1.2607434053975353,0.34405376796940135,12.079607800484139,0.36220647903164527,1.018864523693351,3.6631028550591878,0.6584685016425132,6.594386053394036,1.6356956243871912
0.9024316176702742,1.2690322037787438,0.34470732025339057,12.144218191580505,0.3666005861084698,1.022567197303505,3.6807068619137775,0.6579875313819256,6.590240127801241,1.6363205441853086
0.9022123985164187,1.2540783667036812,0.34122207276316746,12.192478704978255,0.3518659681872627,1.015310610908801,3.6745740357187917,0.658937882839972,6.58999404225795,1.6340319303648034
0.904487792994734,1.2564203755538468,0.3410628048419427,12.23959931991291,0.35193258255911297,1.0161412480224392,3.6833698755103375,0.6589776310520867,6.589931833190212,1.6338214723336104
0.9044013083666391,1.246014156915551,0.33867225733870476,12.275222185464001,0.34161284854891194,1.0109632739057868,3.6787154052271314,0.6598102790888171,6.592266392532486,1.6320204285322846
0.9005688598892228,1.217498954262934,0.33327375837218903,12.285271725201111,0.31693009437371145,0.9972205663737382,3.653158870268132,0.6618515000843455,6.599765994907049,1.6279260306451384
0.898996631483862,1.2069743956197028,0.3314591447134067,12.286117696206924,0.30797776413584105,0.991894850084477,3.641749501475773,0.6629740890192658,6.608330250702937,1.6260126395120047
0.9004496244396903,1.2150673892963588,0.3330592305791081,12.29358251865842,0.3146177648566686,0.9953533314539224,3.6482480460552837,0.662970735593003,6.614437995053535,1.6264515192687374
0.902847868983284,1.2268867345320849,0.3351864489837974,12.31028182124076,0.3240388655488011,1.0006296058033362,3.6600680555342624,0.6626232125341507,6.6178077465643845,1.6274454014647126
0.9060235117635982,1.2409487204298197,0.33754235939860205,12.337449984375963,0.3349252086662218,1.007020628388943,3.6760747210336433,0.6620176777371742,6.618484612509344,1.6287994899008025
0.9082800788560925,1.2476612241316336,0.3384215128433648,12.368394880042105,0.3393811452755411,1.009996894295553,3.686442923947644,0.6617539703179297,6.618214638415044,1.6293006093982418
